Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Costa Rica,CRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,7.347169876,,4.885069847,4.957779884,,,4.420269966,,4.013229847,4.077849865,,,,,,3.352720022,3.890719891,,,5.394360065,4.666950226,4.832029819,5.150440216,5.133739948,4.890629768,,4.616139889,4.63451004,4.886970043,6.010300159,6.565740108,6.379889965,6.582399845,6.687399864,6.67952013,6.87349987,6.893959999,7.069809914,6.769919872,6.738080025,6.62898016,6.248419762,,,,
Caribbean small states,CSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,3.768079996,,5.457399845,5.766600132,5.87390995,5.767749786,,,,4.19987011,3.654129982,,,,3.431809902,3.558549881,3.248769999,3.325210094,2.438920021,2.756119967,2.755650043,3.065289974,3.543009996,3.136600018,,,,,,,4.211554588,3.850788402,3.573980006,3.752758729,3.59013797,4.424593308,4.214282275,3.32936879,3.471417627,3.553861162,4.257669926,3.00432992,2.673310041,3.011149883,,
Cuba,CUB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,8.36909008,,,,,,,,,,,7.14496994,,7.074769974,5.619480133,,,,6.208730221,6.755239964,7.704810143,8.358090401,9.571169853,9.940859795,10.26823044,10.55778027,9.057169914,11.86820984,14.05908012,13.12485981,12.83730984,,11.55166049,10.67169596,9.607456845,8.963357856,9.01309318,8.444135404,8.024984611,9.047004861,11.5248184,9.385862056,8.440863517,,,
Curacao,CUW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.647253928,5.382835904,5.116330147,5.954647186,5.95011209,6.234953895,5.914447856,5.938732708,5.811556329,7.116452388,6.181602367,6.081670336,5.30074159,5.443137255,
Cayman Islands,CYM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16376946,1.136700034,1.455420017,1.312530041,1.488940001,1.570240021,,
Cyprus,CYP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,4.335020065,3.819700003,3.385489941,3.312340021,3.353130102,3.426009893,3.791320086,3.731780052,,3.601910114,3.586960077,3.488970041,3.448709965,3.375469923,3.376270056,3.339240074,3.5753901,3.780299902,4.09555006,4.159969807,3.741230011,,,,4.772079945,4.9895401,5.11552,5.581669807,6.670229912,6.117720127,6.286670208,6.330279827,6.28083992,6.722770214,7.205470085,6.525599957,6.520420074,,6.467470169,6.421110153,6.304910183,6.11811018,5.69961977,,5.162930012,5.564620018,5.082439899,4.735889912,,,
Czechia,CZE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.725430012,4.129479885,4.617310047,4.485839844,4.218850136,,3.559890032,3.644409895,3.61999011,3.714900017,3.939039946,4.10311985,3.981300116,3.862509966,4.196249962,3.85007,3.732079983,4.155320168,3.993419886,4.20788002,4.190499783,4.02132988,3.936039925,5.719130039,5.500800133,3.755739927,4.215410233,4.467370033,4.625030041,4.651639938,4.302919865,,,
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.391739845,4.316649914,4.41835022,4.477980137,,4.444459915,,,,,,,,,,4.473370075,,4.995250225,4.885839939,4.831530094,4.839119911,4.825829983,4.76157999,4.746310234,4.778309822,4.884009838,5.027579784,5.516009808,5.367340088,5.239160061,,,
Djibouti,DJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.629479885,9.659999847,7.805429935,8.447600365,8.889849663,9.264670372,8.365889549,8.278779984,8.40625,,,4.49022007,,6.351275518,4.647825331,4.384075213,3.598949909,3.922260046,3.733449936,3.751430035,,,,,,,
Dominica,DMA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28990984,,,,,,,,,5.739840031,4.028580189,,,,,,,,,,,,,4.528962879,4.354281032,4.332166301,3.407119989,5.129719519,4.716050057,5.153604627,5.534490108,4.69630003,5.71689183,6.043142434,4.694237463,5.385721891,
Denmark,DNK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,5.955530167,6.393410206,6.481790066,6.268640041,6.588210106,6.722340107,,5.680409908,5.757559776,5.584360123,5.937329769,,,,,,5.860209942,6.090939999,6.336030006,5.843190193,,5.598539829,,7.777400017,7.477980137,7.47743988,7.891300201,,8.112010002,7.93460989,8.090000153,8.210949898,8.206000328,8.109840393,8.187660217,8.064749718,7.716239929,7.596819878,7.441959858,8.412799835,8.550250053,8.477160454,7.245709896,8.468640327,7.638339996,,7.715340137,7.370009899,7.327469826,7.27587986,7.385739803,6.959159851,6.35586977,,,
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,2.640789986,,,,,,,,,,,,1.538910031,1.463829994,1.334550023,1.210190058,,,,,,,,0.773949981,0.893369973,1.033300042,1.22724998,,,,1.888290048,1.967829943,1.914010048,1.84465003,,,,2.046789885,,,1.887287887,1.879257558,,3.62818152,3.622434431,3.604002773,3.850495608,3.920267523,3.928494675,4.042768731,4.517698508,3.580432716,3.610888721,3.760647738,,
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,7.182010174,6.597420216,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.111420155,,8.691770901,9.124534486,7.029508898,6.659060355,6.548898415,6.176330146,6.502108435,5.734823509,5.812751272,5.575365634,6.193917245,5.514032818,4.74924673,5.610157177,,
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.252955019,2.686659932,3.51327002,,,4.208930016,2.69233501,2.89222002,,2.748470068,,,3.078419924,3.508500099,3.861939907,3.77718997,3.780230045,4.472440004,4.326179981,3.540123121,3.583600044,3.469069958,3.441989171,2.766353125,2.577833995,3.153141717,2.945174888,2.284901512,3.018011134,,
Early-demographic dividend,EAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.110370159,3.817895055,4.071680069,3.520090103,,,,4.128210068,3.60984993,4.111420155,,4.006750107,3.870579958,4.202625036,4.498549938,3.898780232,4.023880124,4.001700044,3.925788731,3.870578851,3.489830272,4.090565422,3.860703821,3.589514971,3.289340019,,
East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,3.016639948,,3.903290033,,,,,,,,,,,,,,,,,,,,3.636954904,,3.539435029,,,3.178879976,3.266524911,3.861939907,3.510030031,3.511749983,3.509609938,3.942170024,3.540123121,3.50010227,3.385175524,3.418656865,3.197693959,3.084998327,3.306289911,2.982124285,2.887386894,3.514800072,,
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75532496,3.469280005,,3.136129975,,3.337610006,3.396839976,3.297479987,3.413269997,,4.205529928,,4.004330158,3.95983359,4.677114964,4.412580013,4.305500031,4.446125031,3.967705011,4.095134974,4.044499874,4.386134863,4.135809898,3.667515039,3.709180117,,
Europe & Central Asia,ECS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.950489998,4.762879848,4.592730045,4.481690168,,4.444459915,4.499660015,4.167860031,4.579915047,4.445459843,4.801290035,4.805609941,4.876989841,4.907670021,4.715410233,4.909739971,5.062630177,5.143559933,4.856639862,4.806925058,4.997809887,4.878200054,4.840889931,4.833845139,4.647570133,4.650819778,4.607059956,4.856899977,4.70923996,4.568569899,,,
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,2.002830029,1.879400015,,,,,,2.418839931,,,,,,,4.203420162,5.2333498,6.87237978,,,,,,,,,1.997640014,,,2.195369959,1.547340035,1.202659965,,,,,,,,,4.5176301,4.600289822,4.744249821,4.653100014,4.929979801,5.210209846,5.105700016,4.463976688,4.606677335,4.625026059,4.245779991,4.261030197,3.647769928,3.59897995,3.893650055,,
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,4.529920101,4.537899971,,5.226669788,4.892429829,4.943429947,4.549580097,4.941120148,,4.280320168,,5.608300209,5.221489906,,,,,4.525219917,4.600059986,,,4.050670147,4.197700024,4.583759785,4.604000092,4.671569824,,,,,,,4.945630074,4.6707201,4.794429779,4.001780033,3.68460989,3.760829926,,,,,,,,,,,,,,,,,
Euro area,EMU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,4.278749943,,4.383599997,,4.388279915,4.796490192,,,,,,,4.852290154,4.662630081,4.581495047,,4.5553298,4.427794933,4.890619993,4.898984909,4.699719906,4.67394495,4.785865068,,4.534309864,4.50165987,4.583250046,5.232170105,5.023880005,5.063329935,5.041190147,4.975469828,4.926285028,4.786975145,5.065884829,5.620790005,5.430665016,5.198929787,5.154604912,5.248534918,5.120069981,4.924779892,4.833845139,4.801059961,4.679409981,4.781160116,5.291399956,5.082439899,4.957535028,,,
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.638550043,,4.620580196,5.26281023,,4.047160149,3.523900032,,3.148969889,,2.127000093,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,1.834319949,1.890630007,2.066119909,,1.460600019,,1.900750041,2.078649998,2.23232007,2.339730024,,,,,,,,3.130409956,3.330679893,3.554320097,3.636189938,3.745029926,3.83991003,4.247920036,4.48788023,4.437799931,4.459799767,,4.291210175,4.263879776,4.167860031,4.111470222,4.133510113,4.171269894,4.154850006,4.140900135,4.180019855,4.246150017,4.516290188,4.895209789,4.836080074,4.718979836,4.460110188,4.328519821,4.275249958,4.2490201,4.19328022,4.178450108,4.15046978,4.202559948,4.851160049,4.813159943,4.585539818,,,
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.281410217,5.69822979,5.494289875,5.898660183,6.054920197,6.337880135,6.235360146,6.652490139,5.339459896,5.232170105,5.433030128,5.271719933,4.875669956,4.809350014,,4.619669914,5.48375988,5.959760189,5.517539978,4.995140076,4.673409939,4.780069828,4.325860023,5.051270008,5.055119991,4.86288023,5.139629841,5.164150238,5.441800117,5.215149879,5.207339764,,,
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,1.197669983,1.314429998,,,,,2.159859896,1.934939981,2.004230022,1.816200018,1.858070016,2.060930014,2.246030092,2.06062007,2.280659914,2.085900068,,,,,,,2.296900034,,,2.707079887,2.690799952,,,3.886149883,3.700289965,3.632450104,,,,5.490960121,5.451129913,5.408199787,4.422070026,4.496590137,5.485760212,5.56678009,4.498549938,4.602019787,4.737918689,5.061514,5.49905076,5.220111895,4.480869461,4.090565422,4.065248743,3.736495122,2.927244777,2.297806957,
European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,4.92723012,,,,,,,,,4.581495047,,4.577944994,4.880970001,5.005630016,4.953754902,4.699719906,4.67394495,4.753920078,,4.534309864,4.570369959,4.868400097,5.081589937,5.179230213,5.106709957,5.043785095,5.073949814,4.944900036,4.858540058,4.99737978,5.566284895,5.368800163,5.116889954,4.833119869,4.997809887,4.93859005,4.894269943,4.833845139,4.647570133,4.591645002,4.627369881,4.930794954,4.793294907,4.655089855,,,
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.095960021,3.269814968,3.18682003,3.571994901,3.671705008,3.255800009,2.958430052,3.059629917,2.771670103,3.147281816,3.378387501,3.143354702,,2.334517675,,
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,5.413000107,5.330900192,5.007750034,5.092919827,4.481910229,5.032790184,5.227859974,,,4.796490192,4.825319767,4.834119797,4.780519962,4.857230186,4.700500011,5.047160149,5.101789951,5.20250988,5.067880154,5.073490143,5.338600159,6.336460114,6.520189762,7.495729923,6.864860058,6.81648016,6.866109848,,,5.871230125,5.711639881,5.840849876,6.018650055,6.168869972,6.158239841,6.025829792,5.929609776,5.671649933,5.830460072,6.459980011,6.504310131,6.456240177,7.171549797,7.152880192,7.138329983,7.071990013,6.90873003,6.408269882,6.317719936,6.453000069,6.681280136,6.588200092,6.376039982,,,
Fiji,FJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,5.197609901,,5.821209908,,6.486690044,,,,,,4.831099987,,,,,,,,,5.524700165,5.168640137,5.877739906,5.643109798,6.275869846,,6.209159851,5.167059898,5.655320168,5.894720078,4.25357008,4.498479843,,4.17305994,4.461505922,3.882889986,3.769609236,4.80931781,4.835902492,4.651191606,4.797060494,5.15273176,5.805195129,4.852686271,3.938395391,4.246797909,,
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,3.465440035,3.207600117,3.390379906,3.2557199,4.278749943,4.478829861,4.470709801,4.473840237,4.388279915,4.321529865,4.349609852,4.780169964,4.908480167,4.909450054,4.919929981,4.904029846,4.748099804,4.662630081,4.580780029,4.493519783,4.5553298,4.880970001,4.77560997,5.464419842,5.659560204,5.812049866,5.781159878,,5.711480141,,,,,,,,,,,,,,,,,,,5.464829922,5.425409794,5.366380215,5.658720016,5.417429924,5.324359894,,,
Faroe Islands,FRO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,66.9003067,,,,,,,,,,,,,,,,,,,,,,,,,,,6.424910069,6.706870079,,,,,,,,,,,,11.71922914,12.34388319,12.22816809,12.40791988,13.814728,12.68158217,9.942744643,10.69316827,11.55913978,,,,,
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.805520058,,,,,,3.419660091,3.081229925,3.827090025,,,,,,,,,,3.078089952,2.987459898,3.013400078,3.029710054,2.666670084,2.824359858,2.667730897,3.555708011,3.071542956,2.874309832,3.398740879,2.700792899,2.207736504,2.315942877,,
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,5.032050133,5.159379959,5.448609829,5.390999794,6.268780231,6.424220085,6.063350201,,,5.070119858,5.2884202,5.188700199,5.061500072,4.899059772,4.594089985,4.380839825,4.371809959,4.26831007,4.125110149,4.055520058,4.122479916,4.334489822,,4.850830078,4.839260101,4.378260136,,4.207079887,3.98845005,4.018219948,4.100140095,4.611929893,4.801290035,4.735549927,4.929769993,4.976490021,4.924449921,4.909739971,5.062630177,5.698679924,5.572189808,,5.525300026,5.601349831,5.55452013,5.427959919,5.452569962,5.204370022,5.261159897,5.439350128,5.906829834,,,,
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915659904,,,,2.108880043,2.15512991,2.181050062,2.137500048,2.235019922,2.065599918,2.914200068,2.484319925,3.00364995,2.696870089,2.919549942,3.222379923,2.761793334,2.514919996,1.860339999,2.833096686,2.941139477,3.108703689,3.523380041,3.524420023,3.460949898,3.829859972,3.809511307,3.594419956,3.754980087,3.709180117,3.980116821,
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,4.224440098,4.621399879,,3.802710056,4.876540184,5.828829765,6.09528017,,2.311350107,2.707770109,1.808120012,1.904539943,,,,3.354480028,3.306699991,3.187419891,,,,,,,,,,,4.110370159,,5.354440212,,,7.535580158,7.42208004,5.147940159,5.519869804,5.757959843,5.317440033,5.540599823,8.14097023,7.919139862,4.576469898,4.39978981,4.434050083,4.394519806,3.533629894,3.886130095,3.153071148,3.409159914,3.400504268,2.909638316,,,
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0.334939986,,,,,,,1.382910013,1.376009941,1.432330012,,,,,,1.61954999,1.778650045,1.427850008,1.778970003,1.626129985,1.515689969,1.268149972,,,1.581120014,2.207250118,2.551189899,2.287420034,1.833709955,2.63421011,2.422810078,2.517139912,2.544500113,2.320339918,2.384320021,1.858129978,2.448060036,2.040748206,2.00722303,1.724708791,,
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,4.295149803,3.484730005,,,2.974090099,2.825839996,3.780610085,1.169839978,,,2.553560019,2.566279888,,,1.565129995,1.465870023,1.158100009,1.44291997,1.363379955,0.622470021,0.691879988,0.751630008,0.81686002,2.181299925,1.908139944,2.563220024,2.50116992,2.637569904,1.818390012,2.230940104,2.160029888,2.024430037,2.459194451,2.365439892,2.808097033,2.887345698,3.044776946,2.891687446,2.808381565,,
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03237009,,,,,,,,,,,1.682209969,1.765930057,1.886379957,2.010270119,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.187979937,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,1.568310022,1.320829988,,1.128309965,1.354930043,1.481459975,1.468670011,1.514799953,1.709480047,,,1.716670036,1.710630059,1.712499976,1.835559964,,1.859220028,1.860080004,1.895300031,2.043889999,2.074939966,1.961619973,,,,,,,2.992330074,3.148230076,3.350850105,3.473089933,3.522540092,3.524070024,3.760580063,4.054910183,,,,,,,,,,3.682399988,,3.467780113,3.576270103,3.550620079,,,3.375479937,,,
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.926739931,,,,,,,5.075082335,5.485323421,5.072258807,,4.477565948,4.23861036,,3.173799992,3.559193419,,,4.090303342,4.037672849,5.12544846,,
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,1.858719945,2.025540113,,,,,1.62729001,,,,,,,,,,,,,,,,,1.665750027,1.43998003,1.604799986,1.563699961,,,,,,,,,,3.032850027,3.088089943,3.236860037,,2.848649979,2.968650103,3.005249977,2.888089895,2.985620022,3.030329943,2.944740057,2.950099945,3.131939888,3.192970037,3.294850111,3.091059923,3.208230019,3.106339931,,
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,4.328979969,,,,,,,7.088729858,,9.377869606,,,,8.253470421,7.227479935,,,,,,,,,,3.724450111,3.609339952,,,,8.561059952,8.484149933,8.397299767,8.365539551,6.955900192,5.51293993,8.139730453,3.118910074,2.391170025,,2.150579929,2.409389973,2.506690025,2.241319895,,4.360330105,3.895699978,4.737750053,4.66478014,4.45058012,,,,,,,
High income,HIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,4.196455002,4.524319887,4.472159863,,4.460404873,4.407680035,4.587464809,4.80714488,4.908480167,5.009639978,,,4.751039982,,4.461610079,,,4.784739971,4.890619993,4.953754902,4.731299877,4.592730045,4.481690168,,4.444459915,4.662415028,4.658780098,4.755759954,4.700484991,4.663924932,4.875669956,4.809350014,4.836530209,4.674960136,4.796875,5.062630177,5.081260204,4.856639862,4.782320023,4.780069828,4.825829983,4.774529934,4.799849987,4.689909935,4.623439789,4.627934933,4.876019955,4.793294907,4.655089855,,,
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,2.368149996,2.295609951,2.183370113,2.360290051,2.449199915,2.4333601,2.21923995,2.322550058,,2.192140102,2.271729946,1.669829965,2.57859993,2.581690073,2.558969975,,,,,2.466089964,,2.828200102,,,,2.728310108,,,,,3.903700113,4.015540123,4.285299778,4.558959961,4.134630203,3.842789888,3.454550028,3.260629892,4.392129898,3.510030031,3.418220043,3.509609938,3.760319948,3.572550058,3.262120008,3.292690039,3.309890032,3.326240063,3.810179949,4.405620098,4.000309944,3.728660107,3.803270102,3.808049917,
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,2.019049883,2.012989998,1.936360002,,,,,,,,,,,,,,2.512639999,2.617449999,,,,,,,,,,,,,,,,,6.299727936,5.874929905,7.090119839,6.412970066,6.095094921,5.744343961,6.056469917,5.981982663,6.098013286,5.881602018,4.482800308,4.549620372,,
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.568530083,2.463350058,2.471509933,2.396175027,,2.681100011,2.656599998,2.691699982,,2.723119974,3.089270115,3.246510029,3.077500105,3.281669974,3.454459906,3.355285048,3.570624948,3.282579899,3.535589933,3.38626492,3.330117052,3.409159914,3.312815363,3.097264268,3.244137721,,
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.823050022,3.870199919,3.823869944,,,3.968980074,4.278389931,4.362170219,4.206510067,4.105840206,,4.501279831,,,,3.872070074,3.924329996,3.945559978,4.408549786,4.091660023,,,,
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,1.393740058,1.079540014,1.022210002,0.986190021,0.969290018,,,,,,1.073989987,,,,,,,,,,,,,,,,,,,,,,,1.752269983,1.854979992,1.387760043,1.498469949,1.637159944,1.084149781,1.113536416,1.242751811,1.026898122,0.964648013,,
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,3.451410055,3.436389923,3.361030102,3.400990009,3.607359886,3.732310057,3.53689003,3.60529995,3.727230072,3.707429886,4.303949833,4.433020115,4.435649872,5.206699848,4.773930073,4.547679901,4.751039982,4.645939827,4.497360229,5.063439846,5.431900024,5.879399776,6.079569817,5.919589996,5.834889889,4.847489834,4.334750175,,4.408649921,4.56704998,4.868400097,4.931009769,5.179230213,5.792300224,5.327620029,5.320079803,5.289740086,5.134950161,4.967639923,4.946360111,4.723750114,4.56317997,4.142499924,4.189219952,4.60187006,4.495399952,4.615479946,4.647570133,4.623439789,4.224880219,4.153570175,4.684060097,3.812589884,,,
IBRD only,IBD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.506089926,,,4.22040987,3.840540051,3.771124959,3.786710024,3.870199919,3.868209958,3.860009909,3.91008997,3.968980074,4.101749897,4.588565111,4.068911136,4.061729908,4.231961661,4.29186511,3.966528647,4.214994907,4.254079819,3.963840874,3.990257374,3.945559978,4.304870129,4.043233501,3.59897995,3.64066817,,
IDA & IBRD total,IBT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.517135024,3.242324948,3.325264931,3.225579977,3.382760048,3.352540016,3.500390053,3.648390055,3.60649991,3.859465003,4.254759789,3.569412429,3.733421362,3.637160085,3.78372228,3.695990086,3.834029913,3.850495608,3.750905037,3.751430035,3.759022094,4.016418644,3.766869193,3.505653931,3.426170111,,
IDA total,IDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.641530037,2.514185071,2.662974954,2.685104966,,2.795300007,3.114539981,,,3.098530054,3.089270115,3.103145003,2.865760088,3.18682003,3.327510118,3.384880066,3.494129896,3.358709931,3.535589933,3.3229599,3.24716414,3.371128685,3.156614387,3.06772823,3.229743221,,
