Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Cameroon,CMR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.229,82.232,82.23,82.218,82.197,82.168,82.128,82.076,82.028,81.987,81.949,81.906,81.86,81.819,81.788,81.765,81.746,81.727,80.012,78.18,76.23,75.238,74.218,73.172,72.099,71.153,70.225,69.308,68.387,67.453,65.916,65.315,65.576,65.552,65.528,65.171
"Congo, Dem. Rep.",COD,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.191,72.203,72.216,72.219,72.124,72.099,72.276,72.459,72.52,72.516,72.527,72.536,72.548,72.566,72.579,72.581,71.694,70.789,69.868,68.931,67.977,67.009,66.025,65.778,65.533,65.29,65.025,64.756,64.519,64.296,63.44,63.623,64.363,64.396,64.411,64.306
"Congo, Rep.",COG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.681,68.634,68.588,68.534,68.49,68.46,68.431,68.451,68.458,68.405,68.248,68.111,68.103,68.067,67.992,67.918,67.846,67.797,67.795,67.76,67.735,67.788,67.869,67.965,68.046,68.11,68.147,68.156,68.147,68.119,64.941,65.541,67.946,67.897,67.847,67.825
Colombia,COL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.743,66.74,66.964,67.33,67.743,68.095,68.119,68.295,68.159,67.485,67.625,67.635,66.596,67.436,66.686,65.339,64.616,63.887,64.158,66.954,67.079,67.514,68.072,67.273,66.991,67.019,66.418,66.013,65.237,64.322,63.415,64.33,63.155,63.736,63.528,63.398
Comoros,COM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.706,41.698,41.745,41.84,41.909,41.952,41.971,41.96,41.915,41.822,41.719,41.646,41.595,41.523,41.376,41.683,41.99,42.298,42.606,42.915,43.224,43.534,43.845,44.156,44.467,46.084,47.689,49.253,50.788,52.328,53.471,55.195,55.468,55.422,55.387,55.772
Cabo Verde,CPV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.89,60.629,60.367,60.105,59.842,59.579,59.315,59.051,58.786,58.52,58.254,57.988,57.721,57.454,57.186,56.918,56.649,56.38,56.111,55.841,59.12,59.129,59.137,59.146,59.154,59.163,59.171,59.18,55.56,57.43,53.405,54.185,57.198,57.122,57.034,57.025
Costa Rica,CRI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.35,56.5,55.66,56.54,57.02,58.03,55.97,58.13,59.69,59.69,58.87,60.231,59.76,60.04,58.867,61.309,60.647,61.428,60.909,60.485,59.214,60.62,64.332,63.662,64.189,62.808,59.687,59.848,62.21,64.263,60.629,61.767,61.491,56.831,57.687,57.659
Caribbean small states,CSS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.91232139,60.07292557,60.28528543,60.44091806,60.87515872,61.30710378,61.49945856,61.53177234,61.49457141,61.42013693,61.39189897,61.38450076,61.38134007,61.93909091,62.54118022,63.02738825,63.15747876,63.05190364,63.07809747,62.82249639,62.4767108,62.17035305,62.55527327,62.70169597,62.75821919,62.47290067,62.2632021,62.09024396,62.25259549,61.51724004,57.2817441,58.22656343,59.66687897,60.01458594,59.63952473,59.63044267
Cuba,CUB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.228,52.25,52.258,52.204,52.39,52.604,52.92,53.16,53.325,53.544,53.708,53.785,53.793,53.802,53.819,53.927,54.062,54.156,54.238,55.476,54.824,54.944,55.088,55.26,55.397,55.552,55.581,55.556,55.461,55.275,52.552,52.787,53.669,53.165,52.635,52.248
Curacao,CUW,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.317,60.726,60.383,60.533,60.68,60.771,60.791,60.735,60.621,60.484,60.361,61.912,61.833,63.074,63.283,63.297,63.3,63.823,63.678,63.701,64.19,63.828,64.036,64.036,64.633,64.16,63.762,64.377,65.38,66.112,65.734,66.476,67.624,67.945,67.189,66.961
Czechia,CZE,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.585,61.373,61.401,61.42,61.677,61.552,61.3,61.157,61.061,61.049,60.415,60.01,59.813,59.498,59.229,59.42,59.273,58.774,58.409,58.554,58.343,58.265,58.641,59.255,59.27,59.372,59.821,60.073,60.373,60.118,59.46,59.45,59.865,60.434,60.624,60.341
Germany,DEU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.171,59.598,59.076,58.549,58.684,58.253,58.01,58.233,58.173,58.336,57.989,57.899,57.79,57.846,57.458,58.332,58.997,59.065,59.087,59.211,59.312,59.853,59.958,60.278,60.378,60.22,60.411,60.659,60.859,61.307,60.478,60.395,60.835,61.05,60.921,60.571
Djibouti,DJI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.114,35.059,35.002,34.937,34.869,34.795,34.698,34.514,34.297,34.135,34.013,33.898,33.794,33.753,33.747,33.715,33.635,33.524,33.407,33.29,33.18,33.071,32.962,32.847,32.72,32.581,32.431,32.272,32.111,31.955,31.564,31.784,31.789,31.775,31.773,31.744
Dominica,DMA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.301,67.21,67.075,66.438,64.506,65.251,65.394,65.694,65.315,66.09,65.757,65.421,65.984,65.768,66.137,65.933,66.341,65.886,65.208,64.506,63.604,63.167,62.418,61.49,61.336,61.413,61.744,61.827,61.906,62.445,62.144,62.667,63.504,63.752,65.045,64.935
Dominican Republic,DOM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.993,56.95,57.282,57.48,57.505,57.645,57.799,58.058,58.244,58.402,58.514,57.276,57.568,56.633,56.853,56.623,57.304,57.21,57.585,55.47,56.706,58.157,59.431,59.269,59.529,62.007,62.451,62.367,63.771,65.189,60.365,63.174,63.224,64.282,64.648,64.839
Algeria,DZA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.624,45.824,45.799,45.788,45.761,45.601,45.446,45.059,44.719,44.492,44.275,44.076,43.864,43.661,43.498,43.348,43.247,43.177,43.149,43.164,43.507,43.321,43.11,42.874,42.603,42.459,42.333,42.325,42.281,42.203,38.042,38.425,41.795,41.507,41.161,40.784
East Asia & Pacific (excluding high income),EAP,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.45658969,76.04990938,75.72160245,75.27283483,75.0258963,74.6631475,74.29417178,73.82156747,73.44504275,73.01084117,72.63658302,72.3929671,71.9975514,71.7015205,71.474261,71.10499364,70.8326189,70.84319848,70.61700221,70.38650868,70.18582028,70.24458511,69.93606161,69.46059031,69.2513568,68.94512466,68.54832853,68.06331666,67.83598885,67.53387739,65.93990952,66.62371859,66.19330647,66.29648287,65.62654904,65.35284167
Early-demographic dividend,EAR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.34981552,58.38407697,58.45616647,58.3372412,58.57874536,58.63942825,58.79768341,58.96839344,59.15021324,59.30989304,59.32739263,59.10924328,58.80236762,58.71336819,58.66444363,58.50379136,58.08160178,57.84269531,57.35500831,57.00661508,56.74324874,56.46561316,56.28559305,56.12735276,55.9279155,55.84529213,55.7111498,55.60546185,55.53908718,55.46411349,54.01813845,54.80075939,55.77710586,56.45611221,56.76952013,56.75123045
East Asia & Pacific,EAS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.55462515,74.25166799,73.99325892,73.58767042,73.39321424,73.08695917,72.7844773,72.40332503,72.01218443,71.60516873,71.27499371,71.04933377,70.67770628,70.38668272,70.19670122,69.89228028,69.66847898,69.68625634,69.46870971,69.23241078,69.04344613,69.09155183,68.81846217,68.42948085,68.28409006,68.03513006,67.71874084,67.33224074,67.19737351,66.97382258,65.52508564,66.16426978,65.84680007,65.97479478,65.40220099,65.16354481
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.73849612,60.00546,59.9217551,59.02581729,59.84643261,59.63848209,59.21731541,58.64310683,58.45991855,58.24385143,57.22651763,56.90255237,56.60200418,55.99093156,55.04054675,54.76178611,54.4792006,54.3820328,54.43510856,54.7075292,54.90891586,55.31051642,55.26488978,55.42305015,55.41096015,55.69206336,55.99350918,56.16708503,56.26494847,56.11988463,54.4037648,55.04781844,56.40018291,56.48361541,56.91283948,56.60414303
Europe & Central Asia,ECS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.35903391,59.41537228,58.96739972,58.22149842,57.96383369,57.69091748,57.46430578,57.1123498,56.95897904,57.57635817,57.3479555,57.00097094,57.10406966,57.02860982,56.94220584,57.0986818,57.23020909,57.38021683,57.61518882,57.55936008,57.64960138,57.77933961,57.91413442,57.93747772,57.93861642,58.00013467,58.15559669,58.22932804,58.29694353,58.1821006,57.32819596,57.79281154,58.46873611,58.64357099,58.58794332,58.22507994
Ecuador,ECU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.018,63.235,63.234,63.226,63.463,63.498,63.48,64.25,66.38,64.928,63.449,64.082,64.711,65.335,67.468,66.977,67.949,66.767,66.549,64.013,62.684,61.78,62.452,62.261,62.619,65.658,67.669,68.154,66.66,66.179,60.033,65.686,65.832,64.489,64.54,64.497
"Egypt, Arab Rep.",EGY,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.68,46.72,47.19,47.89,48.88,47.92,47.279,46.639,46,47.52,46.222,44.93,43.19,44.129,45.073,46.02,46.97,47.93,47.551,47.902,49.368,48.785,48.494,48.436,48.117,46.978,46.63,44.95,43.299,42.199,41.616,42.987,42.837,44.669,44.596,44.568
Euro area,EMU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.41524035,55.71584133,55.1942886,54.90514611,54.83938985,54.60933098,54.72109652,54.77684281,54.95751313,55.21275309,55.27568957,55.08536357,55.42489135,55.7877032,55.91619671,56.26803258,56.56776175,56.67384126,56.87397898,56.77211594,56.70460159,56.67121592,56.92001803,56.87883387,56.77352268,56.69996025,56.76211501,56.85453461,56.92890964,57.00242146,56.1421227,56.62733581,57.14250246,57.41919511,57.30489876,56.97723111
Eritrea,ERI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.003,80.975,80.962,80.82,80.669,80.404,80.246,80.479,80.648,80.723,80.76,80.62,80.436,80.226,80.025,79.992,80.039,80.041,79.972,79.814,79.703,79.514,79.36,79.317,79.105,79.205,79.08,78.996,78.688,78.388,77.509,77.949,78.35,78.348,78.338,78.348
Spain,ESP,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.859,49.736,49.796,49.873,50.307,50.116,50.415,50.916,51.242,51.771,52.889,52.093,53.661,54.819,55.73,56.881,57.835,58.335,59.084,59.251,59.357,59.373,59.403,59.131,58.733,58.623,58.325,58.047,57.634,57.626,56.401,57.272,57.571,57.588,57.843,57.41
Estonia,EST,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.979,66.776,64.677,63.164,63.064,61.843,61.212,61.491,60.226,58.98,58.906,57.99,56.958,58.75,58.928,58.608,60.497,60.514,61.157,60.759,60.508,61.255,61.256,61.272,61.079,61.817,62.639,63.244,63.498,63.161,63.039,63.186,65.113,65.604,65.449,65.128
Ethiopia,ETH,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.806,81.801,81.803,81.831,81.861,81.891,81.925,81.965,82.009,82.047,82.073,82.085,82.082,82.067,82.046,82.019,81.923,81.826,81.729,81.632,81.534,81.435,81.337,81.238,79.608,77.984,76.368,74.758,73.16,71.573,69.391,68.253,68.472,68.459,68.466,68.461
European Union,EUU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.95454787,56.18513124,55.75185272,55.441268,55.29247605,55.02756817,55.04269446,55.03237926,55.11973169,55.30104356,55.26511167,55.21691804,55.39636351,55.6186242,55.69340071,55.9899637,56.21372898,56.30832972,56.5391813,56.30831831,56.46024057,56.43126881,56.68965969,56.69831605,56.70312991,56.71706738,56.8039039,56.99958745,57.07781296,57.16770385,56.45203385,56.97209064,57.46870762,57.71510009,57.57699112,57.27302107
Fragile and conflict affected situations,FCS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.15216939,68.33502085,68.44243841,68.41999802,68.43245008,68.45486881,68.40185819,68.36497656,68.30606632,68.24517124,68.15281833,68.02912707,67.84346121,67.66467313,67.56478853,67.43386292,67.24210673,67.07573405,66.85496886,66.66548563,66.46291753,66.3373866,65.98999107,65.81775829,65.54031638,65.13106017,64.78441167,64.32484284,63.91676282,63.30899305,61.85737559,61.574588,62.55804931,64.27654206,64.2846073,64.22775222
Finland,FIN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.744,63.413,62.075,61.278,60.513,59.715,59.234,60.107,60.166,61.067,61.407,61.92,62.141,62.135,61.844,62.21,62.276,61.122,61.426,60.384,59.714,59.82,59.588,59.112,58.738,58.763,58.545,58.667,59.309,59.184,58.848,59.768,60.422,60.275,59.853,59.681
Fiji,FJI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.766,59.848,59.728,59.694,59.591,59.545,59.45,59.294,59.139,58.983,58.826,58.67,58.514,58.357,58.2,56.727,57.804,58.873,59.933,60.985,62.026,63.056,61.686,60.296,58.89,58.238,57.584,57.457,57.361,57.369,53.999,54.46,57.116,57.201,57.219,57.16
France,FRA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.603,55.022,55.162,55.187,55.067,55.054,55.351,54.959,55.041,55.354,55.303,55.122,55.399,55.989,55.85,55.989,55.916,56.064,56.132,56.31,56.216,56.019,56.226,56.27,55.764,55.621,55.399,55.258,55.3,54.939,54.271,55.552,55.835,55.938,55.663,55.346
Faroe Islands,FRO,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.521,48.494,48.558,48.518,48.464,48.381,48.297,48.181,48.09,48.15,48.133,48.083,48.076,48.061,48.096,48.141,48.294,48.383,48.624,48.868,49.077,49.326,49.615,49.901,50.195,50.477,50.762,51.043,51.28,51.42,47.881,48.517,51.578,51.5,51.315,51.058
United Kingdom,GBR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.376,61.977,61.539,61.027,60.827,60.628,60.701,60.863,60.765,61.091,61.338,60.966,61.254,61.368,61.417,61.666,62.098,61.942,62.185,61.994,61.801,61.778,61.99,62.009,62.131,62.25,62.408,62.412,62.619,62.625,62.573,61.973,61.905,61.811,61.556,61.369
Georgia,GEO,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.732,76.633,77.627,78.727,79.948,79.129,77.311,75.682,75.02,74.446,74.012,73.308,72.627,71.466,70.851,69.941,69.119,68.162,67.97,68.172,67.698,67.163,66.759,66.486,66.298,66.159,66.021,65.832,63.934,62.928,63.399,61.006,63.686,64.042,64.345,64.312
Ghana,GHA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.074,73.055,72.992,72.929,72.866,72.803,72.739,72.676,72.613,72.549,72.486,72.422,72.358,72.294,72.23,72.166,72.102,72.038,71.974,71.909,71.845,71.78,71.715,71.651,70.466,69.253,68.066,66.855,65.282,63.712,61.615,60.389,59.101,59.067,59.056,58.524
Gibraltar,GIB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.743,63.768,63.801,63.835,63.871,63.902,63.928,64.026,64.127,64.171,64.233,64.35,64.416,63.769,63.117,62.459,61.798,61.131,60.461,59.787,59.108,58.427,57.742,57.054,56.364,55.671,54.975,54.278,53.579,52.879,52.376,52.624,52.82,52.812,52.792,52.61
"Gambia, The",GMB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.233,48.236,48.245,48.261,48.268,48.289,48.314,48.353,48.367,48.399,48.413,48.423,48.34,48.348,48.353,48.263,48.188,48.145,48.131,48.12,48.105,47.957,47.949,47.923,47.854,47.835,47.793,47.773,47.77,47.753,47.675,47.636,47.597,47.549,47.507,47.457
Guinea-Bissau,GNB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.085,64.053,64.032,64.023,64.019,64.003,63.973,63.934,63.896,63.858,63.813,63.766,63.722,63.68,63.638,63.6,63.569,63.537,63.5,63.458,63.413,63.368,63.323,63.275,63.221,63.157,63.085,63,62.901,62.167,62.502,63.765,64.838,64.796,64.751,64.814
Equatorial Guinea,GNQ,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.148,60.489,60.797,61.071,61.318,61.529,61.692,61.817,61.91,61.934,61.704,61.224,60.65,60.032,59.424,59.035,58.889,58.847,58.899,59.045,59.283,59.617,60.008,60.389,60.734,61.011,61.202,61.305,61.306,61.198,57.001,57.677,61.13,61.142,60.908,60.513
Greece,GRC,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.544,48.992,49.62,49.555,50.072,50.344,50.899,50.653,51.752,51.58,51.442,50.72,51.014,51.404,52.032,52.161,52.427,52.274,52.328,52.734,52.894,52.155,51.893,51.565,51.23,51.201,51.147,51.022,50.8,50.855,50.055,50.33,51.826,51.801,52.333,51.958
Grenada,GRD,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.319,66.354,66.437,66.484,66.536,66.623,66.636,66.705,66.797,66.847,66.894,66.894,66.953,67.776,63.112,62.674,62.235,61.794,61.351,60.905,60.458,61.401,65.118,60.22,60.732,60.596,60.689,60.943,60.503,59.169,58.76,62.937,60.241,59.586,59.704,59.619
Guam,GUM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.69,72.222,71.75,71.272,70.79,70.303,69.812,69.315,68.815,68.309,67.8,65.6,62.4,62.051,61.7,61.1,62.7,57.8,59.765,61.7,61.4,62.6,62.541,62.492,62.437,62.406,62.391,62.355,62.364,62.284,59.182,59.644,62.192,62.236,62.266,62.265
Guyana,GUY,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.454,59.637,59.846,60.06,59.663,59.27,58.876,58.476,58.065,57.641,57.203,56.744,56.261,56.391,56.462,56.511,56.537,56.538,56.518,56.476,56.41,56.325,56.198,56.042,55.895,55.769,55.672,55.599,55.791,52.067,50.741,51.186,54.019,54.7,55.138,54.987
High income,HIC,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11827359,61.12042722,60.89624277,60.47052192,60.26800639,60.15159245,60.11505443,60.07078712,59.88457708,60.30034064,60.31072018,60.02909114,60.0404124,59.96858104,60.01889166,60.21122862,60.42079688,60.54351483,60.69984923,60.42484807,60.34853835,60.30671135,60.45081237,60.45191883,60.49098518,60.51666934,60.68962857,60.80037075,60.97633144,61.10591132,60.29800732,60.59030679,61.02082367,61.31189717,61.24631945,61.01528296
"Hong Kong SAR, China",HKG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.217,63.443,62.403,61.995,61.823,61.666,61.385,61.179,61.146,60.929,60.705,60.967,61.252,60.749,60.676,60.567,60.544,60.565,60.077,59.976,58.823,59.326,59.744,60.493,60.326,60.465,60.397,60.466,60.647,59.995,58.975,58.744,57.851,57.216,56.838,56.356
Honduras,HND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.916,65.673,65.792,65.927,65.825,65.949,65.911,65.977,66.011,65.88,64.38,63.844,63.305,62.762,62.216,61.667,59.856,58.958,59.576,60.807,61.915,59.727,58.4,62.661,64.152,64.092,63.322,64.359,66.492,63.177,59.495,60.688,58.637,56.485,56.594,56.556
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.61333886,71.68385857,71.69550184,71.61401902,71.61305657,71.67048733,71.65416759,71.60961026,71.5682252,71.52353225,71.48243972,71.46660637,71.43634749,71.3862165,71.34772766,71.28517436,71.07529479,70.83902019,70.55136714,70.27642757,69.99911744,70.03048225,69.17045376,69.60203882,68.67209435,68.07720158,67.56929722,66.88425018,66.56481077,66.14247888,65.31953113,65.25013706,65.36296427,67.07051029,67.01076657,66.95081272
Croatia,HRV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.734,57.353,56.798,56.219,55.637,55.043,54.481,53.956,53.461,53.023,52.632,52.23,51.762,51.775,52.917,52.658,52.107,52.87,53.08,53.051,52.535,51.758,51.325,50.758,52.184,52.587,51.158,51.388,50.935,50.868,50.97,52.039,52.508,52.257,52.356,52.143
